"","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MoSold","YrSold","SaleType","SalePrice"
"1735","Other",102,11143,"Pave","No Alley","IR1","Lvl","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",2004,2005,"Gable","CompShg","Other","Other","None",0,"Gd","TA","PConc","Gd","TA","No Exposure","Unf",0,"Unf",0,1580,1580,"GasA","Ex","Y","SB",1580,886,0,2466,0,0,3,0,4,1,"Gd",8,"Typ",1,"Gd","A",2004,"RFn",2,610,"TA","TA","Y",159,214,0,0,0,0,"No Pool","No Fence","No Feature",12,2007,"Warranty Deed",340000
"1736","RL",63,7500,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No Exposure","Unf",0,"Unf",0,1100,1100,"GasA","Ex","Y","SB",1100,0,0,1100,0,0,1,1,3,1,"TA",6,"Typ",0,"No Fireplace","None",0,"None",0,0,"Other","None","Y",0,136,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"New",146000
"1737","RL",63,7500,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No Exposure","Unf",0,"Unf",0,1143,1143,"GasA","Ex","Y","SB",1143,0,0,1143,0,0,1,1,3,1,"Gd",5,"Typ",0,"No Fireplace","None",0,"None",0,0,"Other","None","Y",0,55,0,0,0,0,"No Pool","No Fence","No Feature",10,2007,"Warranty Deed",147000
"1738","RL",60,12450,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",126,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",729,"Unf",0,365,1094,"GasA","Ex","Y","SB",1094,0,0,1094,1,0,1,0,3,1,"Gd",6,"Typ",0,"No Fireplace","D",2004,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",5,2007,"Warranty Deed",149000
"1739","RL",65,7441,"Pave","No Alley","IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","No Exposure","Unf",0,"Unf",0,1461,1461,"GasA","Ex","Y","SB",1486,0,0,1486,0,0,2,0,3,1,"Gd",7,"Typ",0,"No Fireplace","A",2006,"RFn",2,566,"TA","TA","Y",0,32,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",181000
"1740","RL",70,8462,"Pave","No Alley","IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",1994,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",105,"Gd","Gd","PConc","Gd","Gd","No Exposure","GLQ",814,"Unf",0,114,928,"GasA","Ex","Y","SB",936,785,0,1721,0,1,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","A",1994,"RFn",2,471,"TA","TA","Y",300,87,0,0,0,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",201000
"1741","RL",67,11613,"Pave","No Alley","Mod+ IR","Lvl","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",1993,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No Exposure","ALQ",480,"Unf",0,384,864,"GasA","Ex","Y","SB",920,900,0,1820,0,0,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","A",1993,"RFn",2,492,"TA","TA","Y",144,85,0,0,0,0,"No Pool","GdPrv","No Feature",5,2007,"Warranty Deed",191750
"1742","RL",65,8450,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"TA","TA","PConc","Gd","TA","No Exposure","Unf",0,"Unf",0,1349,1349,"GasA","Ex","Y","SB",1349,0,0,1349,0,0,2,0,3,1,"TA",6,"Typ",0,"No Fireplace","A",2000,"Unf",2,539,"TA","TA","Y",120,55,0,0,0,0,"No Pool","GdPrv","No Feature",12,2007,"Warranty Deed",179000
"1743","RL",67,16196,"Pave","No Alley","Mod+ IR","Low","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1443,"Unf",0,39,1482,"GasA","Ex","Y","SB",1494,0,0,1494,1,0,2,0,3,1,"Gd",5,"Typ",1,"Fa","A",1998,"RFn",2,514,"TA","TA","Y",402,25,0,0,0,0,"No Pool","No Fence","No Feature",8,2007,"Warranty Deed",215000
"1744","RL",50,8012,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",1992,1992,"Gable","CompShg","Other","Other","None",0,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",430,"Unf",0,1145,1575,"GasA","Gd","Y","SB",1575,0,0,1575,1,0,2,0,2,1,"Gd",5,"Typ",0,"No Fireplace","A",1992,"RFn",2,529,"TA","TA","Y",0,0,52,0,0,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",179200
"1745","RL",50,8012,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","2Story",1980,1980,"Gable","CompShg","Other","Other","None",0,"TA","TA","CBlock","TA","TA","No Exposure","Unf",0,"Unf",0,630,630,"GasA","Ex","Y","SB",630,636,0,1266,0,0,1,1,2,1,"TA",5,"Typ",2,"TA","A",1980,"RFn",1,283,"TA","TA","Y",340,0,0,0,0,0,"No Pool","MnPrv","No Feature",7,2007,"Warranty Deed",128000
"1746","RL",67,9180,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",747,"LwQ",93,0,840,"GasA","Gd","Y","SB",884,0,0,884,1,0,1,0,2,1,"Gd",5,"Typ",0,"No Fireplace","A",1983,"RFn",2,504,"TA","Gd","Y",240,0,0,0,0,0,"No Pool","MnPrv","No Feature",12,2007,"Warranty Deed",144000
"1747","Other",60,8400,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","1Story",1977,1977,"Gable","CompShg","Other","Other","BrkFace",320,"TA","TA","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,0,0,"GasA","TA","Y","SB",2020,0,0,2020,0,0,2,0,4,2,"TA",10,"Typ",2,"TA","D",1977,"Unf",2,630,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",10,2007,"Warranty Deed",144000
"1748","RL",64,6285,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1977,1977,"Gable","CompShg","Other","Other","None",0,"TA","TA","CBlock","Gd","TA","No Exposure","LwQ",138,"Rec",351,405,894,"GasA","TA","Y","SB",894,0,0,894,1,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","D",1979,"Unf",1,308,"TA","TA","Y",192,0,0,0,0,0,"No Pool","No Fence","No Feature",3,2007,"Warranty Deed",120750
"1749","RL",80,8480,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1963,1963,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No Exposure","GLQ",630,"Unf",0,340,970,"GasA","TA","Y","SB",970,0,0,970,1,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","D",1996,"Unf",2,624,"TA","TA","Y",0,24,0,0,192,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",132500
"1750","RL",70,7420,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1962,1962,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No Exposure","Rec",417,"Unf",0,640,1057,"GasA","TA","Y","SB",1057,0,0,1057,0,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","D",1977,"Fin",2,576,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",4,2007,"Warranty Deed",132000
"1751","RL",72,7758,"Pave","No Alley","IR1","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1962,2001,"Gable","CompShg","HdBoard","Other","None",0,"TA","Gd","CBlock","TA","TA","No Exposure","ALQ",588,"Unf",0,411,999,"GasA","Gd","Y","SB",999,0,0,999,1,0,1,0,3,1,"Gd",6,"Typ",0,"No Fireplace","D",1963,"Unf",1,264,"TA","TA","Y",0,132,0,0,0,0,"No Pool","No Fence","No Feature",3,2007,"Warranty Deed",132500
"1752","RL",85,6970,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",1961,1961,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No Exposure","ALQ",932,"Unf",0,108,1040,"GasA","TA","Y","SB",1120,0,0,1120,1,0,1,1,3,1,"Fa",5,"Typ",0,"No Fireplace","A",1961,"RFn",2,544,"TA","TA","Y",168,0,0,0,0,0,"No Pool","No Fence","Feature",5,2007,"Warranty Deed",129000
"1753","RL",40,13673,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No Exposure","Unf",0,"Unf",0,1140,1140,"GasA","TA","Y","SB",1696,0,0,1696,0,0,1,1,3,1,"TA",8,"Min2",1,"TA","A",1962,"RFn",1,349,"TA","TA","Y",0,30,0,0,0,0,"No Pool","No Fence","No Feature",3,2007,"Warranty Deed",143900
"1754","RL",84,7476,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No Exposure","Rec",812,"Unf",0,228,1040,"GasA","TA","Y","SB",1040,0,0,1040,1,0,1,1,3,1,"TA",5,"Typ",0,"No Fireplace","D",1991,"Fin",2,686,"TA","TA","Y",188,0,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",145000
"1755","RL",72,9945,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1961,1961,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",57,"TA","TA","CBlock","TA","TA","No Exposure","Rec",827,"Unf",0,161,988,"GasA","TA","Y","SB",988,0,0,988,1,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","D",1963,"Unf",2,572,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",10,2007,"Warranty Deed",128500
"1756","RL",72,6173,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1967,1967,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",75,"TA","TA","CBlock","TA","TA","No Exposure","GLQ",599,"Unf",0,277,876,"GasA","TA","Y","SB",902,0,0,902,0,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","A",1967,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"No Pool","MnPrv","No Feature",8,2007,"Warranty Deed",125500
"1757","RL",80,19522,"Pave","No Alley","IR1","Bnk","Inside","Gtl","Veenker","Norm","Norm","1Fam","2Story",1990,1990,"Gable","CompShg","HdBoard","HdBoard","BrkFace",272,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",727,"Unf",0,496,1223,"GasA","Gd","Y","SB",1271,1232,0,2503,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","A",1990,"RFn",2,564,"TA","TA","Y",0,99,0,0,182,0,"No Pool","No Fence","No Feature",2,2007,"Warranty Deed",300000
"1758","RL",80,17542,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Veenker","Norm","Norm","1Fam","2Story",1974,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","TA","Gd","LwQ",125,"ALQ",1031,36,1192,"GasA","TA","Y","SB",1516,651,0,2167,1,0,2,1,3,1,"Gd",9,"Typ",2,"Gd","A",1974,"RFn",2,518,"TA","TA","Y",220,47,0,0,0,0,"No Pool","MnPrv","No Feature",7,2007,"Warranty Deed",294000
"1759","RL",44,10751,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",1974,1974,"Gable","CompShg","Other","Other","BrkFace",44,"TA","TA","CBlock","Fa","TA","Gd","ALQ",787,"Unf",0,250,1037,"GasA","TA","Y","SB",1037,0,0,1037,1,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","A",1974,"RFn",2,431,"TA","TA","Y",136,47,0,0,0,0,"No Pool","No Fence","No Feature",8,2007,"Warranty Deed",129000
"1760","RL",72,16647,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","SFoyer",1975,1981,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1390,"Unf",0,0,1390,"GasA","TA","Y","SB",1701,0,0,1701,1,0,2,0,3,1,"TA",6,"Min2",2,"TA","BM",1975,"Fin",2,611,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",1,2007,"Warranty Deed",171000
"1761","RL",43,12712,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",1973,2006,"Gable","CompShg","Other","Other","None",0,"TA","TA","CBlock","Gd","TA","Mn","ALQ",968,"Unf",0,76,1044,"GasA","TA","Y","SB",1055,0,0,1055,1,0,1,0,2,1,"Gd",5,"Typ",1,"TA","A",1973,"RFn",2,542,"TA","TA","Y",455,0,0,0,0,0,"No Pool","No Fence","No Feature",1,2007,"Warranty Deed",147000
"1762","RL",89,9572,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",1990,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",336,"Gd","TA","PConc","Ex","TA","No Exposure","GLQ",482,"Unf",0,971,1453,"GasA","Ex","Y","SB",1453,1357,0,2810,0,0,2,1,4,1,"Gd",9,"Typ",1,"Ex","A",1990,"RFn",2,750,"Other","Gd","Y",500,0,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",302000
"1763","RL",85,10678,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1.5Fin",1992,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",337,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",700,"Unf",0,983,1683,"GasA","Ex","Y","SB",2129,743,0,2872,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","A",1992,"Fin",2,541,"TA","TA","Y",0,33,0,0,0,0,"No Pool","No Fence","No Feature",4,2007,"Warranty Deed",285000
"1764","Other",45,4379,"Pave","No Alley","IR1","Lvl","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",2004,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",851,"Unf",0,527,1378,"GasA","Ex","Y","SB",1378,0,0,1378,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","A",2004,"Fin",2,540,"TA","TA","Y",160,56,0,0,0,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",214000
"1765","Other",80,3523,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",30,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",60,"Unf",0,1081,1141,"GasA","Ex","Y","SB",1151,0,0,1151,1,0,2,0,2,1,"Gd",5,"Typ",0,"No Fireplace","A",2006,"Fin",2,484,"TA","TA","Y",0,60,0,0,0,0,"No Pool","No Fence","No Feature",2,2007,"New",166000
"1766","Other",32,3784,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",36,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",60,"Unf",0,1451,1511,"GasA","Ex","Y","SB",1565,0,0,1565,1,0,2,0,2,1,"Gd",5,"Typ",0,"No Fireplace","A",2006,"Fin",2,476,"TA","TA","Y",0,120,0,0,0,0,"No Pool","No Fence","No Feature",2,2007,"New",193800
"1767","Other",47,4230,"Pave","Pave","Reg","Lvl","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","No Exposure","Unf",0,"Unf",0,1352,1352,"GasA","Ex","Y","SB",1352,0,0,1352,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","A",2006,"RFn",2,466,"TA","TA","Y",0,241,0,0,0,0,"No Pool","No Fence","No Feature",4,2007,"New",208900
"1768","Other",40,3606,"Pave","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","No Exposure","GLQ",937,"Unf",0,415,1352,"GasA","Ex","Y","SB",1352,0,0,1352,1,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","A",2006,"RFn",2,466,"TA","TA","Y",0,241,0,0,0,0,"No Pool","No Fence","No Feature",8,2007,"New",194000
"1769","Other",35,4251,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No Exposure","Unf",0,"Unf",0,625,625,"GasA","Ex","Y","SB",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,"No Fireplace","D",2006,"RFn",2,528,"TA","TA","Y",0,54,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"New",164700
"1770","Other",24,2280,"Pave","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",342,"TA","TA","PConc","Gd","TA","No Exposure","GLQ",565,"Unf",0,179,744,"GasA","Gd","Y","SB",757,744,0,1501,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","D",1999,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",9,2007,"Warranty Deed",176500
"1771","Other",34,3230,"Pave","Pave","Reg","Lvl","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1129,"TA","TA","PConc","Gd","TA","No Exposure","GLQ",419,"Unf",0,310,729,"GasA","Gd","Y","SB",729,729,0,1458,0,0,2,1,2,1,"TA",5,"Typ",1,"Fa","D",1999,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",176000
"1772","Other",72.5,2117,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",420,"Unf",0,336,756,"GasA","Ex","Y","SB",756,756,0,1512,0,0,2,1,2,1,"Gd",4,"Typ",1,"TA","D",2000,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",168500
"1773","Other",24,2117,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",417,"Unf",0,339,756,"GasA","Ex","Y","SB",769,804,0,1573,0,0,2,1,3,1,"Gd",4,"Typ",0,"No Fireplace","D",2000,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,"No Pool","No Fence","No Feature",9,2007,"Warranty Deed",177000
"1774","Other",72.5,2117,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",436,"Unf",0,320,756,"GasA","Ex","Y","SB",769,756,0,1525,0,0,2,1,3,1,"Gd",5,"Typ",1,"TA","D",2000,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",177000
"1775","Other",72.5,5105,"Pave","No Alley","Mod+ IR","Lvl","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",2004,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",239,"Unf",0,312,551,"GasA","Ex","Y","SB",551,551,0,1102,0,0,2,1,2,1,"Gd",4,"Typ",0,"No Fireplace","D",2004,"Unf",2,480,"TA","TA","Y",0,60,0,0,0,0,"No Pool","No Fence","No Feature",3,2007,"Warranty Deed",148800
"1776","Other",24,2645,"Pave","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No Exposure","Unf",0,"Unf",0,776,776,"GasA","Ex","Y","SB",764,677,0,1441,0,0,2,1,2,1,"Gd",5,"Typ",0,"No Fireplace","D",1999,"Unf",2,492,"TA","TA","Y",206,0,0,0,0,0,"No Pool","No Fence","No Feature",11,2007,"Warranty Deed",174000
"1777","Other",66,7399,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",1997,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1600,"Gd","TA","PConc","Gd","TA","No Exposure","BLQ",649,"Unf",0,326,975,"GasA","Ex","Y","SB",975,975,0,1950,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","D",1997,"RFn",2,576,"TA","TA","Y",0,10,0,0,198,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",239000
"1778","Other",73,7321,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",1999,2000,"Gable","CompShg","Other","Other","None",0,"Gd","TA","PConc","Gd","TA","No Exposure","Unf",0,"Unf",0,1339,1339,"GasA","Ex","Y","SB",1358,0,0,1358,0,0,2,0,3,1,"Gd",5,"Typ",0,"No Fireplace","D",1999,"Unf",2,625,"TA","TA","Y",176,174,0,0,0,0,"No Pool","No Fence","No Feature",12,2007,"Other",204000
"1779","Other",72.5,8010,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",2003,2004,"Hip","CompShg","Other","Other","None",0,"Gd","TA","PConc","Ex","TA","No Exposure","GLQ",964,"Unf",0,90,1054,"GasA","Ex","Y","SB",1072,976,0,2048,1,0,2,1,3,1,"Gd",8,"Typ",2,"Gd","D",2003,"Unf",2,552,"TA","TA","Y",0,48,0,0,180,0,"No Pool","No Fence","No Feature",8,2007,"Warranty Deed",301000
"1780","Other",106,8413,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Ex","TA","Mn","GLQ",901,"Unf",0,319,1220,"GasA","Ex","Y","SB",1220,1142,0,2362,1,0,2,1,3,1,"Gd",8,"Typ",2,"TA","A",1998,"RFn",2,1105,"Other","TA","Y",147,0,36,0,144,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",312500
"1781","RL",50,9466,"Pave","No Alley","Mod+ IR","Lvl","FR2","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",1994,1995,"Gable","CompShg","Other","Other","None",0,"Gd","TA","PConc","Gd","TA","Gd","LwQ",457,"ALQ",1037,0,1494,"GasA","Ex","Y","SB",1494,0,0,1494,1,0,1,1,1,1,"Gd",5,"Typ",1,"Gd","A",1994,"Fin",2,478,"TA","TA","Y",0,30,0,0,217,0,"No Pool","No Fence","No Feature",5,2007,"Warranty Deed",279700
"1782","RL",80,12000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",1980,1980,"Hip","CompShg","VinylSd","MetalSd","BrkFace",600,"Gd","TA","CBlock","Gd","TA","No Exposure","GLQ",1732,"Unf",0,270,2002,"GasA","Ex","Y","SB",2362,0,0,2362,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","A",1980,"RFn",2,546,"Other","TA","Y",180,16,0,0,0,0,"No Pool","No Fence","No Feature",3,2007,"Warranty Deed",255000
"1783","RL",80,16157,"Pave","No Alley","IR1","Lvl","FR2","Gtl","Veenker","Feedr","Norm","1Fam","SLvl",1978,1978,"Gable","CompShg","Other","Other","None",0,"TA","TA","PConc","Gd","TA","Gd","ALQ",680,"Rec",391,289,1360,"GasA","Ex","Y","SB",1432,0,0,1432,1,0,1,1,2,1,"Gd",5,"Typ",1,"TA","A",1978,"Unf",2,588,"TA","TA","Y",168,180,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",194000
"1784","RL",90,10768,"Pave","No Alley","IR1","Lvl","Corner","Gtl","Veenker","Norm","Norm","1Fam","1Story",1976,2004,"Gable","CompShg","Other","Other","None",0,"Gd","Gd","CBlock","Gd","TA","Gd","ALQ",1157,"Unf",0,280,1437,"GasA","TA","Y","SB",1437,0,0,1437,1,0,2,0,3,1,"Gd",6,"Typ",1,"Fa","A",1976,"RFn",2,528,"TA","TA","Y",0,21,0,0,180,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",218000
"1785","RL",40,3840,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Greens","Norm","Norm","TwnhsE","1Story",1978,1998,"Gable","CompShg","Wd Sdng","Other","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",881,"LwQ",176,0,1057,"GasA","TA","Y","SB",1295,0,0,1295,1,0,1,0,1,1,"Gd",4,"Typ",2,"TA","A",1978,"Fin",2,571,"TA","TA","Y",133,89,0,0,0,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",213750
